Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN08297,2,0,2,1,Not Selected,0,Room_Type 1,102,Online,0,0,0,108,1,10/2/2018,Not_Canceled
INN08298,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,Corporate,1,0,2,95,0,4/20/2018,Not_Canceled
INN08299,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,65,0,9/29/2017,Not_Canceled
INN08300,1,0,1,2,Meal Plan 1,0,Room_Type 6,17,Online,0,0,0,176.33,1,10/10/2018,Not_Canceled
INN08301,2,0,0,2,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,55.96,1,7/31/2017,Not_Canceled
INN08302,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110,1,5/24/2018,Not_Canceled
INN08303,2,0,0,4,Meal Plan 1,0,Room_Type 4,101,Online,0,0,0,132.6,0,5/25/2018,Not_Canceled
INN08304,2,0,0,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,69.5,1,1/15/2018,Not_Canceled
INN08305,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,89,0,5/9/2018,Not_Canceled
INN08306,2,0,2,3,Not Selected,0,Room_Type 1,26,Online,0,0,0,84.14,1,9/25/2018,Not_Canceled
INN08307,2,0,2,5,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,85,0,8/4/2018,Not_Canceled
INN08308,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,85,0,7/8/2018,Not_Canceled
INN08309,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,65.02,0,12/27/2017,Not_Canceled
INN08310,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,Corporate,1,0,3,50,1,3/10/2018,Not_Canceled
INN08311,2,1,1,3,Not Selected,0,Room_Type 1,179,Online,0,0,0,98.25,1,8/25/2018,Canceled
INN08312,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,48,0,10/16/2017,Not_Canceled
INN08313,2,0,0,2,Not Selected,0,Room_Type 1,64,Online,0,0,0,65.36,2,1/19/2018,Not_Canceled
INN08314,2,0,0,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,89,2,1/15/2018,Not_Canceled
INN08315,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,109.8,0,4/26/2018,Canceled
INN08316,2,0,0,2,Not Selected,0,Room_Type 1,96,Online,0,0,0,79.2,2,12/2/2018,Not_Canceled
INN08317,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,169,1,9/20/2018,Not_Canceled
INN08318,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,0,0,0,100,0,8/25/2018,Not_Canceled
INN08319,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61,0,2/28/2018,Canceled
INN08320,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,132.6,1,5/17/2018,Not_Canceled
INN08321,2,0,1,4,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,102.6,1,11/4/2017,Not_Canceled
INN08322,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,117.9,0,8/23/2018,Canceled
INN08323,2,0,2,2,Not Selected,0,Room_Type 1,18,Online,0,0,0,61.53,1,11/20/2018,Not_Canceled
INN08324,2,0,0,4,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,100,2,3/9/2018,Not_Canceled
INN08325,2,0,0,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,98.1,0,6/9/2018,Canceled
INN08326,2,1,1,0,Meal Plan 1,0,Room_Type 4,105,Offline,0,0,0,99.28,0,8/7/2018,Canceled
INN08327,2,0,1,3,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,89.25,1,10/26/2017,Not_Canceled
INN08328,1,0,2,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,80.75,0,10/22/2018,Canceled
INN08329,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,210,2,9/22/2018,Not_Canceled
INN08330,2,0,2,7,Meal Plan 1,0,Room_Type 1,199,Online,0,0,0,97.56,0,8/11/2018,Canceled
INN08331,2,0,2,2,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,132.6,1,5/15/2018,Not_Canceled
INN08332,1,0,0,1,Meal Plan 1,0,Room_Type 7,0,Complementary,0,0,0,0,0,12/10/2017,Not_Canceled
INN08333,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,79,0,2/3/2018,Not_Canceled
INN08334,3,0,2,5,Meal Plan 1,0,Room_Type 4,84,Online,0,0,0,151.59,1,7/31/2018,Not_Canceled
INN08335,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,Offline,0,0,0,78,0,8/19/2018,Canceled
INN08336,2,0,2,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,75,0,11/12/2018,Not_Canceled
INN08337,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100,1,5/2/2018,Not_Canceled
INN08338,3,0,1,0,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,147,1,5/29/2018,Not_Canceled
INN08339,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,134.33,0,3/29/2018,Canceled
INN08340,2,1,2,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,113.6,0,3/20/2018,Canceled
INN08341,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,95,1,6/14/2018,Not_Canceled
INN08342,3,0,2,3,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,113.96,1,8/28/2018,Not_Canceled
INN08343,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,Corporate,0,0,0,65,1,12/9/2017,Not_Canceled
INN08344,2,0,1,4,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,97.75,2,11/21/2018,Not_Canceled
INN08345,2,1,0,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,143.1,0,6/8/2018,Canceled
INN08346,2,0,0,1,Meal Plan 1,0,Room_Type 1,83,Offline,0,0,0,112.8,0,9/1/2018,Not_Canceled
INN08347,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Offline,0,0,0,107,0,9/26/2018,Canceled
INN08348,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,102.72,0,12/21/2018,Canceled
INN08349,1,0,0,4,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,65,0,10/7/2017,Not_Canceled
INN08350,1,0,1,2,Meal Plan 1,0,Room_Type 5,283,Corporate,0,0,0,106,0,12/5/2018,Not_Canceled
INN08351,2,0,0,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,109,2,10/28/2018,Not_Canceled
INN08352,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,Offline,0,0,0,90.67,1,10/7/2018,Not_Canceled
INN08353,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60,0,2/28/2018,Canceled
INN08354,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,123.2,1,10/10/2018,Not_Canceled
INN08355,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,105,2,9/13/2017,Not_Canceled
INN08356,2,2,0,2,Meal Plan 1,0,Room_Type 6,92,Online,0,0,0,177.3,0,7/14/2018,Canceled
INN08357,2,0,2,0,Not Selected,0,Room_Type 1,30,Online,0,0,0,89.1,0,9/25/2018,Canceled
INN08358,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90,0,11/11/2018,Not_Canceled
INN08359,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Corporate,0,0,0,85.67,0,3/13/2018,Not_Canceled
INN08360,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80,0,5/19/2018,Canceled
INN08361,2,0,0,3,Meal Plan 1,0,Room_Type 5,11,Offline,0,0,0,157.67,0,12/29/2017,Not_Canceled
INN08362,1,0,1,3,Meal Plan 1,0,Room_Type 1,7,Corporate,1,1,6,79,3,12/19/2018,Not_Canceled
INN08363,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,85,0,3/4/2018,Canceled
INN08364,2,0,0,3,Not Selected,0,Room_Type 1,85,Online,0,0,0,103.5,0,6/30/2018,Canceled
INN08365,2,0,0,3,Not Selected,0,Room_Type 1,16,Online,0,0,0,120,1,12/29/2018,Not_Canceled
INN08366,2,0,1,1,Meal Plan 1,1,Room_Type 1,15,Corporate,0,0,0,84,1,8/13/2018,Not_Canceled
INN08367,2,0,2,2,Meal Plan 1,0,Room_Type 1,231,Online,0,0,0,90.95,1,8/21/2018,Not_Canceled
INN08368,2,2,0,4,Not Selected,0,Room_Type 6,1,Online,0,0,0,153,1,8/11/2017,Not_Canceled
INN08369,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115,1,10/23/2018,Canceled
INN08370,2,0,2,3,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,106.24,0,9/11/2018,Not_Canceled
INN08371,2,0,1,3,Meal Plan 2,0,Room_Type 4,9,Online,0,0,0,194,2,6/27/2018,Not_Canceled
INN08372,2,0,1,3,Not Selected,0,Room_Type 1,64,Online,0,0,0,121.72,0,11/7/2018,Not_Canceled
INN08373,3,0,1,0,Meal Plan 1,0,Room_Type 4,74,Online,0,0,0,123.3,0,10/31/2018,Not_Canceled
INN08374,2,1,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,114.57,0,4/30/2018,Not_Canceled
INN08375,2,0,1,2,Not Selected,0,Room_Type 1,133,Online,0,0,0,88.5,0,4/29/2018,Canceled
INN08376,2,0,0,3,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,96.3,2,4/12/2018,Not_Canceled
INN08377,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,64,0,1/25/2018,Not_Canceled
INN08378,2,0,0,4,Not Selected,0,Room_Type 1,225,Online,0,0,0,92.65,1,10/5/2018,Canceled
INN08379,2,0,2,5,Meal Plan 1,0,Room_Type 4,355,Online,0,0,0,87.31,0,12/26/2018,Canceled
INN08380,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,Online,0,0,0,95.88,1,5/5/2018,Not_Canceled
INN08381,2,1,0,3,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,165.67,2,3/24/2018,Not_Canceled
INN08382,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,90.25,2,9/30/2017,Not_Canceled
INN08383,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,4/6/2018,Not_Canceled
INN08384,2,2,0,1,Meal Plan 1,0,Room_Type 6,173,Online,0,0,0,168.3,2,7/8/2018,Canceled
INN08385,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140,0,5/20/2018,Not_Canceled
INN08386,2,0,2,2,Not Selected,0,Room_Type 1,98,Online,0,0,0,78.35,1,8/14/2018,Not_Canceled
INN08387,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,Offline,0,0,0,90.95,1,9/18/2018,Not_Canceled
INN08388,2,0,2,3,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,99.45,1,7/17/2018,Not_Canceled
INN08389,2,0,0,2,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,156,0,5/6/2018,Not_Canceled
INN08390,3,0,1,5,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,151.2,1,10/18/2018,Not_Canceled
INN08391,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,85,1,3/14/2018,Not_Canceled
INN08392,2,0,4,6,Meal Plan 2,0,Room_Type 4,3,Online,0,0,0,150.8,0,2/27/2018,Canceled
INN08393,2,0,1,3,Meal Plan 1,0,Room_Type 1,186,Online,0,0,0,90.95,1,7/21/2018,Not_Canceled
INN08394,3,0,0,2,Meal Plan 1,0,Room_Type 4,172,Online,0,0,0,137.7,1,7/28/2018,Canceled
INN08395,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled
INN08396,2,0,2,4,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,114,1,12/4/2018,Not_Canceled
INN08397,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85,0,11/20/2017,Not_Canceled
INN08398,2,0,2,3,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,107.64,3,10/22/2018,Not_Canceled
INN08399,2,2,0,3,Meal Plan 1,0,Room_Type 6,53,Online,0,0,0,192,0,4/28/2018,Not_Canceled
INN08400,2,0,0,2,Not Selected,0,Room_Type 1,16,Online,0,0,0,89,1,11/17/2018,Not_Canceled
INN08401,3,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,160,0,11/5/2018,Not_Canceled
INN08402,2,1,0,1,Meal Plan 2,0,Room_Type 1,37,Online,0,0,0,164.25,0,8/17/2018,Canceled
INN08403,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,174,0,12/1/2018,Not_Canceled
INN08404,2,0,1,1,Meal Plan 1,1,Room_Type 4,25,Online,0,0,0,155,1,5/21/2018,Not_Canceled
INN08405,2,0,0,3,Not Selected,0,Room_Type 1,144,Online,0,0,0,95.4,0,6/2/2018,Not_Canceled
INN08406,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,88.4,2,12/18/2018,Not_Canceled
INN08407,2,0,2,1,Meal Plan 1,0,Room_Type 1,306,Online,0,0,0,95.4,3,8/14/2018,Not_Canceled
INN08408,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,80,0,1/19/2018,Not_Canceled
INN08409,2,0,4,11,Meal Plan 1,1,Room_Type 1,103,Online,0,0,0,116.38,0,6/28/2018,Canceled
INN08410,2,0,2,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,79,0,2/13/2018,Canceled
INN08411,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,80,0,2/27/2018,Not_Canceled
INN08412,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,0,8/14/2017,Not_Canceled
INN08413,1,0,2,1,Meal Plan 2,0,Room_Type 1,23,Offline,0,0,0,79,0,1/2/2018,Not_Canceled
INN08414,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,90.78,0,4/23/2018,Not_Canceled
INN08415,1,0,2,2,Meal Plan 1,0,Room_Type 1,39,Corporate,0,0,0,65,0,11/27/2018,Not_Canceled
INN08416,2,0,1,1,Not Selected,0,Room_Type 1,18,Online,0,0,0,129,1,12/31/2018,Not_Canceled
INN08417,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130,0,3/25/2018,Canceled
INN08418,2,0,2,7,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,90.95,0,7/13/2018,Canceled
INN08419,2,0,1,3,Meal Plan 1,0,Room_Type 4,36,Offline,0,0,0,71.25,0,10/29/2017,Not_Canceled
INN08420,2,0,2,0,Not Selected,0,Room_Type 1,31,Online,0,0,0,88,1,11/27/2018,Not_Canceled
INN08421,2,0,2,4,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,122.33,2,9/3/2017,Not_Canceled
INN08422,2,0,0,4,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,117.6,0,10/19/2018,Canceled
INN08423,2,0,0,4,Not Selected,0,Room_Type 1,63,Online,0,0,0,54.46,0,3/30/2018,Not_Canceled
INN08424,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110,0,7/6/2018,Canceled
INN08425,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105,0,10/30/2018,Canceled
INN08426,2,0,1,2,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,99.9,1,6/20/2018,Not_Canceled
INN08427,1,0,2,4,Not Selected,0,Room_Type 1,42,Online,0,0,0,48.5,1,11/30/2018,Not_Canceled
INN08428,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,126.9,0,6/9/2018,Canceled
INN08429,1,0,2,4,Meal Plan 1,0,Room_Type 1,81,Offline,0,0,0,76.5,0,10/16/2018,Not_Canceled
INN08430,2,2,0,1,Meal Plan 1,1,Room_Type 6,20,Online,0,0,0,240,1,8/19/2018,Not_Canceled
INN08431,2,0,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,85.59,1,4/24/2018,Not_Canceled
INN08432,1,0,0,2,Meal Plan 1,0,Room_Type 1,26,Corporate,0,0,0,99.2,0,3/30/2018,Not_Canceled
INN08433,2,0,1,3,Not Selected,1,Room_Type 1,82,Online,0,0,0,103.5,1,7/25/2018,Not_Canceled
INN08434,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110,1,5/24/2018,Not_Canceled
INN08435,2,2,1,3,Meal Plan 1,0,Room_Type 6,44,Online,0,0,0,187.11,0,9/15/2018,Canceled
INN08436,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130,0,6/15/2018,Canceled
INN08437,2,0,0,4,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,85.5,0,8/31/2018,Not_Canceled
INN08438,2,2,2,0,Meal Plan 1,0,Room_Type 5,10,Complementary,0,0,0,35,3,7/3/2018,Not_Canceled
INN08439,1,0,0,1,Not Selected,0,Room_Type 1,2,Offline,0,0,0,124,0,6/22/2018,Not_Canceled
INN08440,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115,1,6/24/2018,Canceled
INN08441,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Offline,0,0,0,75,0,9/26/2018,Canceled
INN08442,1,0,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,65,1,6/17/2018,Not_Canceled
INN08443,2,0,1,1,Meal Plan 1,0,Room_Type 4,170,Online,0,0,0,105.3,1,6/27/2018,Canceled
INN08444,2,0,1,2,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,112,0,11/4/2018,Not_Canceled
INN08445,3,0,1,2,Meal Plan 1,0,Room_Type 4,102,Online,0,0,0,152.1,3,8/19/2018,Not_Canceled
INN08446,2,0,0,2,Meal Plan 2,0,Room_Type 4,60,Online,0,0,0,149.77,3,9/29/2018,Not_Canceled
INN08447,2,0,1,5,Meal Plan 1,0,Room_Type 1,79,Online,0,0,0,67.85,1,4/4/2018,Not_Canceled
INN08448,2,0,2,5,Not Selected,0,Room_Type 1,177,Online,0,0,0,84.39,0,8/22/2018,Canceled
INN08449,2,0,1,4,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,85,0,7/25/2018,Not_Canceled
INN08450,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,10/13/2018,Not_Canceled
INN08451,2,0,2,1,Not Selected,0,Room_Type 1,86,Online,0,0,0,76.5,1,4/2/2018,Canceled
INN08452,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,72.25,2,11/20/2017,Not_Canceled
INN08453,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,80.3,1,2/5/2018,Not_Canceled
INN08454,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,101.7,1,6/20/2018,Not_Canceled
INN08455,2,2,0,1,Meal Plan 1,0,Room_Type 6,47,Online,0,0,0,198.9,2,5/26/2018,Not_Canceled
INN08456,2,0,2,0,Meal Plan 1,0,Room_Type 1,175,Online,0,0,0,126.9,0,9/18/2018,Canceled
INN08457,1,0,0,0,Not Selected,0,Room_Type 1,22,Online,0,0,0,0,0,12/16/2017,Not_Canceled
INN08458,2,0,0,3,Meal Plan 1,0,Room_Type 1,82,Online,0,0,0,68.42,0,3/31/2018,Not_Canceled
INN08459,2,0,0,3,Not Selected,0,Room_Type 1,16,Online,0,0,0,103.36,1,9/27/2018,Not_Canceled
INN08460,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90,0,11/11/2018,Not_Canceled
INN08461,2,2,2,4,Meal Plan 1,0,Room_Type 6,95,Online,0,0,0,156.45,1,10/29/2018,Canceled
INN08462,2,0,1,1,Not Selected,0,Room_Type 1,175,Online,0,0,0,85.5,1,7/23/2018,Not_Canceled
INN08463,1,0,0,1,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,80.1,0,4/1/2018,Not_Canceled
INN08464,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115,1,10/14/2018,Canceled
INN08465,0,2,2,1,Meal Plan 1,0,Room_Type 2,21,Online,0,0,0,109.83,2,8/20/2018,Not_Canceled
INN08466,3,0,0,3,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,123.3,1,3/29/2018,Canceled
INN08467,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,80,0,1/28/2018,Not_Canceled
INN08468,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,77.6,0,1/30/2018,Not_Canceled
INN08469,2,0,0,4,Meal Plan 1,0,Room_Type 1,177,Online,0,0,0,76.5,2,8/19/2017,Not_Canceled
INN08470,2,0,1,1,Meal Plan 1,0,Room_Type 4,10,Offline,0,0,0,107,0,5/21/2018,Not_Canceled
INN08471,2,0,0,4,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,90,2,8/12/2017,Not_Canceled
INN08472,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,95,0,3/31/2018,Canceled
INN08473,2,0,2,2,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,75,0,11/25/2018,Not_Canceled
INN08474,2,0,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,149,0,9/25/2018,Canceled
INN08475,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,Online,0,0,0,78.3,2,11/23/2018,Canceled
INN08476,1,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,80,0,1/18/2018,Not_Canceled
INN08477,2,0,1,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,88.4,0,12/19/2018,Not_Canceled
INN08478,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,121,0,5/31/2018,Not_Canceled
INN08479,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100,0,10/2/2017,Not_Canceled
INN08480,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,127.67,0,5/21/2018,Canceled
INN08481,2,0,1,1,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,166,1,8/15/2018,Not_Canceled
INN08482,2,0,0,4,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,61.25,0,3/29/2018,Not_Canceled
INN08483,3,0,1,5,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,150.45,0,9/20/2018,Canceled
INN08484,1,0,2,2,Meal Plan 1,0,Room_Type 1,20,Offline,0,0,0,90,0,9/18/2018,Canceled
INN08485,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130,0,11/5/2018,Not_Canceled
INN08486,2,0,0,2,Meal Plan 1,0,Room_Type 1,146,Online,0,0,0,106.2,1,6/3/2018,Not_Canceled
INN08487,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,Online,1,1,0,69,0,12/5/2017,Not_Canceled
INN08488,2,0,1,3,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,72.25,1,8/22/2018,Not_Canceled
INN08489,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,Offline,0,0,0,160,0,9/30/2018,Canceled
INN08490,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,95,0,9/22/2018,Canceled
INN08491,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,130,0,10/20/2017,Not_Canceled
INN08492,2,0,0,1,Not Selected,0,Room_Type 1,25,Online,0,0,0,139,0,9/16/2018,Canceled
INN08493,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,121.6,0,8/20/2018,Canceled
INN08494,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,105.3,1,5/1/2018,Not_Canceled
INN08495,1,0,2,2,Meal Plan 1,0,Room_Type 4,10,Aviation,1,2,1,110,0,9/30/2018,Not_Canceled
INN08496,3,0,2,5,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,184.33,2,7/9/2018,Not_Canceled
INN08497,1,0,1,4,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,92.4,1,6/13/2018,Not_Canceled
INN08498,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,152,2,9/9/2017,Not_Canceled
INN08499,2,0,2,2,Meal Plan 1,0,Room_Type 4,126,Online,0,0,0,87,1,1/8/2018,Not_Canceled
INN08500,2,0,1,2,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,90,0,12/5/2018,Canceled
INN08501,1,0,2,1,Not Selected,0,Room_Type 1,67,Online,0,0,0,95.4,1,12/5/2017,Not_Canceled
INN08502,2,0,0,3,Meal Plan 1,0,Room_Type 2,40,Online,0,0,0,77.55,1,1/14/2018,Not_Canceled
INN08503,2,0,0,3,Meal Plan 1,0,Room_Type 1,126,Offline,0,0,0,72.25,0,8/3/2018,Canceled
INN08504,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,0,0,4/8/2018,Not_Canceled
INN08505,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130,0,11/5/2018,Not_Canceled
INN08506,2,0,0,4,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,99.45,1,11/11/2017,Not_Canceled
INN08507,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89,0,11/3/2018,Canceled
INN08508,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Offline,0,0,0,80.75,2,10/21/2018,Not_Canceled
INN08509,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120,0,6/12/2018,Canceled
INN08510,1,0,0,2,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,72.8,0,4/5/2018,Canceled
INN08511,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89,0,11/4/2018,Canceled
INN08512,2,0,2,3,Meal Plan 1,0,Room_Type 4,170,Online,0,0,0,112.2,1,8/11/2018,Canceled
INN08513,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,Offline,0,0,0,94.5,0,8/29/2017,Not_Canceled
INN08514,2,0,1,3,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,93.6,0,3/24/2018,Canceled
INN08515,2,0,2,3,Meal Plan 1,0,Room_Type 4,256,Online,0,0,0,103.7,0,10/16/2018,Canceled
INN08516,2,1,0,2,Meal Plan 1,0,Room_Type 1,138,Online,0,0,0,121.5,1,7/14/2018,Not_Canceled
INN08517,2,0,1,3,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,139.5,0,10/3/2018,Canceled
INN08518,2,0,1,3,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,100.73,0,5/30/2018,Not_Canceled
INN08519,2,0,2,5,Meal Plan 1,0,Room_Type 4,138,Online,0,0,0,117.91,1,5/21/2018,Canceled
